title,genres,one_star,two_star,three_star,four_star,five_star,rating
The President’s Number One Fresh Wife,Romance,2,1,3,1,4,3.4
City of Streamer,Drama,1,0,1,0,2,3.5
City of Streamer,Romance,1,0,1,0,2,3.5
After the Bankruptcy of the Supporting Male Lead,Comedy,1,4,19,25,66,4.3
After the Bankruptcy of the Supporting Male Lead,Slice of Life,1,4,19,25,66,4.3
After the Bankruptcy of the Supporting Male Lead,Yaoi,1,4,19,25,66,4.3
Introduction to S*x Education,School Life,24,11,20,23,83,3.8
Introduction to S*x Education,Mature,24,11,20,23,83,3.8
Introduction to S*x Education,Yaoi,24,11,20,23,83,3.8
Introduction to S*x Education,Smut,24,11,20,23,83,3.8
Introduction to S*x Education,Adult,24,11,20,23,83,3.8
The Medical Expert’s Companion,Drama,8,6,6,9,30,3.8
The Medical Expert’s Companion,Historical,8,6,6,9,30,3.8
The Medical Expert’s Companion,Josei,8,6,6,9,30,3.8
The Medical Expert’s Companion,Romance,8,6,6,9,30,3.8
The Card Player in the End Age,Mystery,3,0,0,1,3,3.1
The Captivating Crown Prince,Harem,26,15,23,23,439,4.6
The Captivating Crown Prince,Drama,26,15,23,23,439,4.6
The Captivating Crown Prince,Gender Bender,26,15,23,23,439,4.6
The Captivating Crown Prince,Historical,26,15,23,23,439,4.6
The Captivating Crown Prince,Josei,26,15,23,23,439,4.6
The Captivating Crown Prince,Martial Arts,26,15,23,23,439,4.6
The Captivating Crown Prince,Romance,26,15,23,23,439,4.6
Mystical Journey,School Life,34,25,25,31,85,3.5
Mystical Journey,Mature,34,25,25,31,85,3.5
Mystical Journey,Mystery,34,25,25,31,85,3.5
Mystical Journey,Sci-fi,34,25,25,31,85,3.5
Mystical Journey,Supernatural,34,25,25,31,85,3.5
Mystical Journey,Adventure,34,25,25,31,85,3.5
Mystical Journey,Action,34,25,25,31,85,3.5
Mystical Journey,Mecha,34,25,25,31,85,3.5
Mystical Journey,Tragedy,34,25,25,31,85,3.5
Mystical Journey,Martial Arts,34,25,25,31,85,3.5
Mystical Journey,Fantasy,34,25,25,31,85,3.5
Higher Level Wife,Harem,15,5,2,5,16,3
Higher Level Wife,Drama,15,5,2,5,16,3
Higher Level Wife,Comedy,15,5,2,5,16,3
Higher Level Wife,Historical,15,5,2,5,16,3
Higher Level Wife,Slice of Life,15,5,2,5,16,3
Higher Level Wife,Fantasy,15,5,2,5,16,3
Sonata: Fleeing to Avoid an Arranged Marriage,Drama,9,4,15,17,57,4.1
Sonata: Fleeing to Avoid an Arranged Marriage,Comedy,9,4,15,17,57,4.1
Sonata: Fleeing to Avoid an Arranged Marriage,Josei,9,4,15,17,57,4.1
Sonata: Fleeing to Avoid an Arranged Marriage,Slice of Life,9,4,15,17,57,4.1
Sonata: Fleeing to Avoid an Arranged Marriage,Romance,9,4,15,17,57,4.1
I Really Don’t Want to Sign a Marriage Agreement with the Big Boss,Adult,3,1,5,1,7,3.5
I Really Don’t Want to Sign a Marriage Agreement with the Big Boss,Comedy,3,1,5,1,7,3.5
I Really Don’t Want to Sign a Marriage Agreement with the Big Boss,Shounen Ai,3,1,5,1,7,3.5
I Really Don’t Want to Sign a Marriage Agreement with the Big Boss,Slice of Life,3,1,5,1,7,3.5
I Really Don’t Want to Sign a Marriage Agreement with the Big Boss,Romance,3,1,5,1,7,3.5
My Favorite Manly Husband,Yaoi,4,6,11,33,126,4.5
My Favorite Manly Husband,Slice of Life,4,6,11,33,126,4.5
My Favorite Manly Husband,Fantasy,4,6,11,33,126,4.5
My Favorite Manly Husband,Romance,4,6,11,33,126,4.5
The Blissful S*x Life of a Hypnotist,Adult,9,8,8,7,37,3.8
The Blissful S*x Life of a Hypnotist,Harem,9,8,8,7,37,3.8
The Blissful S*x Life of a Hypnotist,Smut,9,8,8,7,37,3.8
The Blissful S*x Life of a Hypnotist,Yaoi,9,8,8,7,37,3.8
Zombie King Opens a Restaurant in Her Last Days,Action,5,1,3,7,31,4.2
Zombie King Opens a Restaurant in Her Last Days,Adventure,5,1,3,7,31,4.2
Zombie King Opens a Restaurant in Her Last Days,Fantasy,5,1,3,7,31,4.2
Zombie King Opens a Restaurant in Her Last Days,Josei,5,1,3,7,31,4.2
The Strongest Violent Soldier,Wuxia,2,2,2,2,12,4
The Strongest Violent Soldier,Martial Arts,2,2,2,2,12,4
The Strongest Violent Soldier,Mystery,2,2,2,2,12,4
The Strongest Violent Soldier,Harem,2,2,2,2,12,4
The Strongest Violent Soldier,Sci-fi,2,2,2,2,12,4
The Strongest Violent Soldier,Drama,2,2,2,2,12,4
The Strongest Violent Soldier,Comedy,2,2,2,2,12,4
The Strongest Violent Soldier,Action,2,2,2,2,12,4
The Strongest Violent Soldier,Ecchi,2,2,2,2,12,4
The Strongest Violent Soldier,Romance,2,2,2,2,12,4
My Husband’s Subordinates Want to Take Me to Bed Every Night,Adult,18,9,8,5,17,2.9
My Husband’s Subordinates Want to Take Me to Bed Every Night,Fantasy,18,9,8,5,17,2.9
My Husband’s Subordinates Want to Take Me to Bed Every Night,Harem,18,9,8,5,17,2.9
My Husband’s Subordinates Want to Take Me to Bed Every Night,Mature,18,9,8,5,17,2.9
My Husband’s Subordinates Want to Take Me to Bed Every Night,Smut,18,9,8,5,17,2.9
My Husband’s Subordinates Want to Take Me to Bed Every Night,Supernatural,18,9,8,5,17,2.9
Scattered Immortal,Harem,8,6,7,6,42,4
Scattered Immortal,Xianxia,8,6,7,6,42,4
Scattered Immortal,Adventure,8,6,7,6,42,4
Scattered Immortal,Action,8,6,7,6,42,4
Scattered Immortal,Martial Arts,8,6,7,6,42,4
Scattered Immortal,Fantasy,8,6,7,6,42,4
"When I Transmigrated for the Second Time, the Male Leads Got Reborn",Comedy,2,1,3,0,6,3.6
"When I Transmigrated for the Second Time, the Male Leads Got Reborn",Romance,2,1,3,0,6,3.6
After Becoming an Interstellar Food Blogger,Sci-fi,2,2,4,4,9,3.8
After Becoming an Interstellar Food Blogger,Drama,2,2,4,4,9,3.8
After Becoming an Interstellar Food Blogger,Yaoi,2,2,4,4,9,3.8
After Becoming an Interstellar Food Blogger,Comedy,2,2,4,4,9,3.8
After Becoming an Interstellar Food Blogger,Mecha,2,2,4,4,9,3.8
After Becoming an Interstellar Food Blogger,Slice of Life,2,2,4,4,9,3.8
Before My Withering,Psychological,5,8,17,32,76,4.2
Before My Withering,Drama,5,8,17,32,76,4.2
Before My Withering,Yaoi,5,8,17,32,76,4.2
Before My Withering,Slice of Life,5,8,17,32,76,4.2
Before My Withering,Romance,5,8,17,32,76,4.2
I Refuse to be a Supporting Character,Drama,51,43,87,113,177,3.7
I Refuse to be a Supporting Character,Comedy,51,43,87,113,177,3.7
I Refuse to be a Supporting Character,Josei,51,43,87,113,177,3.7
I Refuse to be a Supporting Character,Slice of Life,51,43,87,113,177,3.7
I Refuse to be a Supporting Character,Romance,51,43,87,113,177,3.7
The Rebirth Of The General Who Always Sees Himself As A Replacement,Adult,3,0,8,4,23,4.2
The Rebirth Of The General Who Always Sees Himself As A Replacement,Comedy,3,0,8,4,23,4.2
The Rebirth Of The General Who Always Sees Himself As A Replacement,Drama,3,0,8,4,23,4.2
The Rebirth Of The General Who Always Sees Himself As A Replacement,Yaoi,3,0,8,4,23,4.2
One Sweet Life,Comedy,19,20,19,15,22,3
One Sweet Life,Josei,19,20,19,15,22,3
One Sweet Life,Mature,19,20,19,15,22,3
One Sweet Life,Romance,19,20,19,15,22,3
Skyfire Avenue,School Life,63,33,74,99,300,3.9
Skyfire Avenue,Mature,63,33,74,99,300,3.9
Skyfire Avenue,Mystery,63,33,74,99,300,3.9
Skyfire Avenue,Sci-fi,63,33,74,99,300,3.9
Skyfire Avenue,Adventure,63,33,74,99,300,3.9
Skyfire Avenue,Action,63,33,74,99,300,3.9
Skyfire Avenue,Mecha,63,33,74,99,300,3.9
Skyfire Avenue,Martial Arts,63,33,74,99,300,3.9
Skyfire Avenue,Fantasy,63,33,74,99,300,3.9
Skyfire Avenue,Romance,63,33,74,99,300,3.9
Attraction by Sight,School Life,2,3,2,11,26,4.3
Attraction by Sight,Comedy,2,3,2,11,26,4.3
Attraction by Sight,Shoujo,2,3,2,11,26,4.3
Attraction by Sight,Slice of Life,2,3,2,11,26,4.3
Attraction by Sight,Romance,2,3,2,11,26,4.3
Top Giants: Rebirth of the Black-Bellied Wife,Martial Arts,5,0,1,4,6,3.4
Top Giants: Rebirth of the Black-Bellied Wife,Drama,5,0,1,4,6,3.4
Top Giants: Rebirth of the Black-Bellied Wife,Supernatural,5,0,1,4,6,3.4
Top Giants: Rebirth of the Black-Bellied Wife,Romance,5,0,1,4,6,3.4
Stealing The Heavens,Harem,37,19,15,29,88,3.6
Stealing The Heavens,Xianxia,37,19,15,29,88,3.6
Stealing The Heavens,Adventure,37,19,15,29,88,3.6
Stealing The Heavens,Action,37,19,15,29,88,3.6
Stealing The Heavens,Martial Arts,37,19,15,29,88,3.6
Stealing The Heavens,Fantasy,37,19,15,29,88,3.6
Female Mad Tyrant Cool,Adventure,4,0,8,8,38,4.3
Female Mad Tyrant Cool,Comedy,4,0,8,8,38,4.3
Female Mad Tyrant Cool,Fantasy,4,0,8,8,38,4.3
Female Mad Tyrant Cool,Historical,4,0,8,8,38,4.3
Female Mad Tyrant Cool,Romance,4,0,8,8,38,4.3
Female Mad Tyrant Cool,Yuri,4,0,8,8,38,4.3
"If You Dare to Marry Me, Then I Do Too",Comedy,0,2,1,0,6,4.1
"If You Dare to Marry Me, Then I Do Too",Drama,0,2,1,0,6,4.1
"If You Dare to Marry Me, Then I Do Too",Josei,0,2,1,0,6,4.1
"If You Dare to Marry Me, Then I Do Too",Romance,0,2,1,0,6,4.1
I am an Alpha,Sci-fi,11,12,27,57,240,4.4
I am an Alpha,Drama,11,12,27,57,240,4.4
I am an Alpha,Shounen Ai,11,12,27,57,240,4.4
I am an Alpha,Slice of Life,11,12,27,57,240,4.4
I am an Alpha,Romance,11,12,27,57,240,4.4
Kiss Addiction,Comedy,5,4,6,3,24,3.9
Kiss Addiction,Drama,5,4,6,3,24,3.9
Kiss Addiction,Romance,5,4,6,3,24,3.9
Returning to Before Husband’s Castration,Historical,1,1,1,1,4,3.8
Returning to Before Husband’s Castration,Romance,1,1,1,1,4,3.8
The Random Passerby I Married is The Richest Man!,Comedy,14,5,19,19,87,4.1
The Random Passerby I Married is The Richest Man!,Fantasy,14,5,19,19,87,4.1
The Random Passerby I Married is The Richest Man!,Romance,14,5,19,19,87,4.1
Secret Service Princess: The Cold Prince’s Black Belly Wife,Xuanhuan,2,2,4,3,23,4.3
Secret Service Princess: The Cold Prince’s Black Belly Wife,Adventure,2,2,4,3,23,4.3
Secret Service Princess: The Cold Prince’s Black Belly Wife,Action,2,2,4,3,23,4.3
Secret Service Princess: The Cold Prince’s Black Belly Wife,Shoujo,2,2,4,3,23,4.3
Secret Service Princess: The Cold Prince’s Black Belly Wife,Martial Arts,2,2,4,3,23,4.3
Secret Service Princess: The Cold Prince’s Black Belly Wife,Fantasy,2,2,4,3,23,4.3
Secret Service Princess: The Cold Prince’s Black Belly Wife,Romance,2,2,4,3,23,4.3
Transmigrated into Substitute Bride ‘Fu Lang’,Yaoi,5,2,9,5,19,3.8
Transmigrated into Substitute Bride ‘Fu Lang’,Slice of Life,5,2,9,5,19,3.8
Transmigrated into Substitute Bride ‘Fu Lang’,Fantasy,5,2,9,5,19,3.8
The Trick to Teasing a Noble Family’s Son,Drama,2,1,3,2,13,4.1
The Trick to Teasing a Noble Family’s Son,Gender Bender,2,1,3,2,13,4.1
The Trick to Teasing a Noble Family’s Son,Historical,2,1,3,2,13,4.1
The Trick to Teasing a Noble Family’s Son,Martial Arts,2,1,3,2,13,4.1
The Trick to Teasing a Noble Family’s Son,Romance,2,1,3,2,13,4.1
Third Movement,Shounen Ai,4,1,5,0,13,3.7
Third Movement,Yaoi,4,1,5,0,13,3.7
I Never Want to be a Younger Brother Again,Drama,10,4,17,12,41,3.8
I Never Want to be a Younger Brother Again,Romance,10,4,17,12,41,3.8
I Never Want to be a Younger Brother Again,Xuanhuan,10,4,17,12,41,3.8
I Never Want to be a Younger Brother Again,Yaoi,10,4,17,12,41,3.8
Insectoids: The Job of the Males,Sci-fi,1,0,2,2,17,4.5
Insectoids: The Job of the Males,Comedy,1,0,2,2,17,4.5
Insectoids: The Job of the Males,Action,1,0,2,2,17,4.5
Insectoids: The Job of the Males,Mecha,1,0,2,2,17,4.5
Insectoids: The Job of the Males,Shounen Ai,1,0,2,2,17,4.5
Insectoids: The Job of the Males,Slice of Life,1,0,2,2,17,4.5
"CEO Above, Me Below",Mature,57,18,9,27,78,3.3
"CEO Above, Me Below",Drama,57,18,9,27,78,3.3
"CEO Above, Me Below",Adult,57,18,9,27,78,3.3
"CEO Above, Me Below",Josei,57,18,9,27,78,3.3
"CEO Above, Me Below",Slice of Life,57,18,9,27,78,3.3
"CEO Above, Me Below",Romance,57,18,9,27,78,3.3
"Same Day On Loop, It’s Been Thousands Of Years",Fantasy,2,0,2,0,0,2
Spirit Boss,Comedy,3,6,5,1,23,3.9
Spirit Boss,Fantasy,3,6,5,1,23,3.9
Spirit Boss,Romance,3,6,5,1,23,3.9
Spirit Boss,Supernatural,3,6,5,1,23,3.9
Spirit Boss,Yaoi,3,6,5,1,23,3.9
"Sleeping with My Brother’s Nemesis (1v1, High H)",School Life,2,5,6,1,13,3.7
"Sleeping with My Brother’s Nemesis (1v1, High H)",Smut,2,5,6,1,13,3.7
"Sleeping with My Brother’s Nemesis (1v1, High H)",Romance,2,5,6,1,13,3.7
"Sleeping with My Brother’s Nemesis (1v1, High H)",Adult,2,5,6,1,13,3.7
Never See Each Other Again,Shounen Ai,1,1,4,5,6,3.8
Never See Each Other Again,Tragedy,1,1,4,5,6,3.8
Never See Each Other Again,Drama,1,1,4,5,6,3.8
Holistic Fantasy,School Life,21,7,10,19,56,3.7
Holistic Fantasy,Harem,21,7,10,19,56,3.7
Holistic Fantasy,Adventure,21,7,10,19,56,3.7
Holistic Fantasy,Comedy,21,7,10,19,56,3.7
Holistic Fantasy,Action,21,7,10,19,56,3.7
Holistic Fantasy,Martial Arts,21,7,10,19,56,3.7
Holistic Fantasy,Fantasy,21,7,10,19,56,3.7
Holistic Fantasy,Romance,21,7,10,19,56,3.7
This Cannon Fodder Is Not Scientific,Fantasy,0,3,2,2,7,3.9
This Cannon Fodder Is Not Scientific,Sci-fi,0,3,2,2,7,3.9
This Cannon Fodder Is Not Scientific,Yaoi,0,3,2,2,7,3.9
Qinglian Chronicles,Mature,12,6,9,9,42,3.8
Qinglian Chronicles,Yaoi,12,6,9,9,42,3.8
Qinglian Chronicles,Gender Bender,12,6,9,9,42,3.8
Qinglian Chronicles,Historical,12,6,9,9,42,3.8
Qinglian Chronicles,Martial Arts,12,6,9,9,42,3.8
The Realm of Evil Spirits,Horror,6,0,3,0,4,2.7
The Realm of Evil Spirits,Mystery,6,0,3,0,4,2.7
The Realm of Evil Spirits,Supernatural,6,0,3,0,4,2.7
Blind Date,Shounen Ai,0,2,6,14,5,3.8
Blind Date,Romance,0,2,6,14,5,3.8
Holy Roman Empire,Action,3,1,8,10,35,4.3
Holy Roman Empire,Historical,3,1,8,10,35,4.3
Confession (Ying Cheng),Romance,3,1,3,7,13,4
"Zombie Girl, Where Are You?",Action,6,3,0,5,17,3.8
"Zombie Girl, Where Are You?",Comedy,6,3,0,5,17,3.8
"Zombie Girl, Where Are You?",Romance,6,3,0,5,17,3.8
"Zombie Girl, Where Are You?",Shoujo,6,3,0,5,17,3.8
"Zombie Girl, Where Are You?",Supernatural,6,3,0,5,17,3.8
"Zombie Girl, Where Are You?",Xuanhuan,6,3,0,5,17,3.8
The Uncanny Valley Traveling Guide,Action,5,2,3,0,14,3.7
The Uncanny Valley Traveling Guide,Adventure,5,2,3,0,14,3.7
The Uncanny Valley Traveling Guide,Fantasy,5,2,3,0,14,3.7
The Uncanny Valley Traveling Guide,Horror,5,2,3,0,14,3.7
The Uncanny Valley Traveling Guide,Mystery,5,2,3,0,14,3.7
The Uncanny Valley Traveling Guide,Sci-fi,5,2,3,0,14,3.7
The Uncanny Valley Traveling Guide,Supernatural,5,2,3,0,14,3.7
The Uncanny Valley Traveling Guide,Yaoi,5,2,3,0,14,3.7
Genius Fundamentals,School Life,8,1,4,4,30,4
Genius Fundamentals,Comedy,8,1,4,4,30,4
Genius Fundamentals,Mystery,8,1,4,4,30,4
Genius Fundamentals,Romance,8,1,4,4,30,4
Elite Mages’ Academy,School Life,12,9,11,3,11,2.8
Elite Mages’ Academy,Xuanhuan,12,9,11,3,11,2.8
Elite Mages’ Academy,Adventure,12,9,11,3,11,2.8
Elite Mages’ Academy,Action,12,9,11,3,11,2.8
Elite Mages’ Academy,Martial Arts,12,9,11,3,11,2.8
Elite Mages’ Academy,Fantasy,12,9,11,3,11,2.8
Stepbrother’s Jellybean,Romance,6,2,4,3,7,3.1
Stepbrother’s Jellybean,Smut,6,2,4,3,7,3.1
Stepbrother’s Jellybean,Yaoi,6,2,4,3,7,3.1
Doomsday Carnival,Action,5,5,5,7,30,4
Doomsday Carnival,Adventure,5,5,5,7,30,4
Doomsday Carnival,Fantasy,5,5,5,7,30,4
Doomsday Carnival,Horror,5,5,5,7,30,4
Doomsday Carnival,Mystery,5,5,5,7,30,4
Doomsday Carnival,Sci-fi,5,5,5,7,30,4
Doomsday Carnival,Supernatural,5,5,5,7,30,4
Let Go Of That Primordial Man,Xuanhuan,6,2,2,3,13,3.6
Let Go Of That Primordial Man,Supernatural,6,2,2,3,13,3.6
Let Go Of That Primordial Man,Action,6,2,2,3,13,3.6
Let Go Of That Primordial Man,Martial Arts,6,2,2,3,13,3.6
Let Go Of That Primordial Man,Romance,6,2,2,3,13,3.6
Evil Emperor’s Wild Consort,Xianxia,68,39,73,94,341,4
Evil Emperor’s Wild Consort,Action,68,39,73,94,341,4
Evil Emperor’s Wild Consort,Josei,68,39,73,94,341,4
Evil Emperor’s Wild Consort,Martial Arts,68,39,73,94,341,4
Evil Emperor’s Wild Consort,Fantasy,68,39,73,94,341,4
Evil Emperor’s Wild Consort,Romance,68,39,73,94,341,4
You Are My Unforgettable Love,Josei,15,1,2,4,7,2.6
You Are My Unforgettable Love,Romance,15,1,2,4,7,2.6
"When The Flowers Falls, I’ll See You Again",Drama,8,0,0,2,4,2.6
"When The Flowers Falls, I’ll See You Again",Romance,8,0,0,2,4,2.6
"When The Flowers Falls, I’ll See You Again",Xianxia,8,0,0,2,4,2.6
When Reader and Author Transmigrate Inside the Book at the Same Time,Yaoi,3,0,0,0,6,3.7
When Reader and Author Transmigrate Inside the Book at the Same Time,Slice of Life,3,0,0,0,6,3.7
When Reader and Author Transmigrate Inside the Book at the Same Time,Psychological,3,0,0,0,6,3.7
When Reader and Author Transmigrate Inside the Book at the Same Time,Fantasy,3,0,0,0,6,3.7
Criminal Princess And Her Silly Farming System,Adventure,3,1,3,1,7,3.5
Criminal Princess And Her Silly Farming System,Fantasy,3,1,3,1,7,3.5
Criminal Princess And Her Silly Farming System,Romance,3,1,3,1,7,3.5
The Unfulfilled Desire,Martial Arts,2,3,4,6,25,4.2
The Unfulfilled Desire,Smut,2,3,4,6,25,4.2
The Unfulfilled Desire,Mature,2,3,4,6,25,4.2
The Unfulfilled Desire,Romance,2,3,4,6,25,4.2
Quick Transmigration: Fake Assistance – Dear Female Scholar,School Life,2,1,2,1,5,3.5
Quick Transmigration: Fake Assistance – Dear Female Scholar,Supernatural,2,1,2,1,5,3.5
Quick Transmigration: Fake Assistance – Dear Female Scholar,Gender Bender,2,1,2,1,5,3.5
Quick Transmigration: Fake Assistance – Dear Female Scholar,Comedy,2,1,2,1,5,3.5
Quick Transmigration: Fake Assistance – Dear Female Scholar,Romance,2,1,2,1,5,3.5
"He’s Mine, No Objections Allowed",Drama,12,6,28,84,351,4.6
"He’s Mine, No Objections Allowed",Comedy,12,6,28,84,351,4.6
"He’s Mine, No Objections Allowed",Josei,12,6,28,84,351,4.6
"He’s Mine, No Objections Allowed",Slice of Life,12,6,28,84,351,4.6
"He’s Mine, No Objections Allowed",Romance,12,6,28,84,351,4.6
The Play of Lips and Teeth,Shounen Ai,1,1,0,0,2,3.3
The Play of Lips and Teeth,Romance,1,1,0,0,2,3.3
My Ghost Mom’s Horror Book,Horror,1,1,1,0,1,2.8
Female General And Eldest Princess,Yuri,15,11,14,53,256,4.5
Female General And Eldest Princess,Drama,15,11,14,53,256,4.5
Female General And Eldest Princess,Action,15,11,14,53,256,4.5
Female General And Eldest Princess,Martial Arts,15,11,14,53,256,4.5
Female General And Eldest Princess,Romance,15,11,14,53,256,4.5
White Lotus Overturned Daily,Drama,4,5,22,32,20,3.7
White Lotus Overturned Daily,Historical,4,5,22,32,20,3.7
White Lotus Overturned Daily,Josei,4,5,22,32,20,3.7
White Lotus Overturned Daily,Slice of Life,4,5,22,32,20,3.7
White Lotus Overturned Daily,Fantasy,4,5,22,32,20,3.7
White Lotus Overturned Daily,Romance,4,5,22,32,20,3.7
Business Tycoon vs. Drama Queen Star,Fantasy,1,0,1,0,0,2
Liu Yao: The Revitalization of Fuyao Sect,Drama,12,13,17,56,287,4.5
Liu Yao: The Revitalization of Fuyao Sect,Xianxia,12,13,17,56,287,4.5
Liu Yao: The Revitalization of Fuyao Sect,Adventure,12,13,17,56,287,4.5
Liu Yao: The Revitalization of Fuyao Sect,Comedy,12,13,17,56,287,4.5
Liu Yao: The Revitalization of Fuyao Sect,Action,12,13,17,56,287,4.5
Liu Yao: The Revitalization of Fuyao Sect,Shounen Ai,12,13,17,56,287,4.5
Liu Yao: The Revitalization of Fuyao Sect,Romance,12,13,17,56,287,4.5
The Star Around The Sun,Mature,6,9,23,30,202,4.5
The Star Around The Sun,Drama,6,9,23,30,202,4.5
The Star Around The Sun,Adult,6,9,23,30,202,4.5
The Star Around The Sun,Yaoi,6,9,23,30,202,4.5
The Star Around The Sun,Slice of Life,6,9,23,30,202,4.5
The Star Around The Sun,Romance,6,9,23,30,202,4.5
Falling in Love in the Supernatural World,Mystery,6,7,12,27,55,4.1
Falling in Love in the Supernatural World,Supernatural,6,7,12,27,55,4.1
Falling in Love in the Supernatural World,Action,6,7,12,27,55,4.1
Falling in Love in the Supernatural World,Shounen Ai,6,7,12,27,55,4.1
Falling in Love in the Supernatural World,Horror,6,7,12,27,55,4.1
Falling in Love in the Supernatural World,Fantasy,6,7,12,27,55,4.1
Falling in Love in the Supernatural World,Romance,6,7,12,27,55,4.1
"I, The Dragon Overlord",Action,24,5,10,13,43,3.5
"I, The Dragon Overlord",Adventure,24,5,10,13,43,3.5
"I, The Dragon Overlord",Fantasy,24,5,10,13,43,3.5
"I, The Dragon Overlord",Harem,24,5,10,13,43,3.5
"I, The Dragon Overlord",Mature,24,5,10,13,43,3.5
"I, The Dragon Overlord",Psychological,24,5,10,13,43,3.5
"I, The Dragon Overlord",Sci-fi,24,5,10,13,43,3.5
"I, The Dragon Overlord",Supernatural,24,5,10,13,43,3.5
The Scarlet Cruise Ship,Mystery,1,0,3,0,11,4.3
The Scarlet Cruise Ship,Drama,1,0,3,0,11,4.3
The Scarlet Cruise Ship,Yaoi,1,0,3,0,11,4.3
The Scarlet Cruise Ship,Shounen Ai,1,0,3,0,11,4.3
The Scarlet Cruise Ship,Slice of Life,1,0,3,0,11,4.3
The Prince Coming Out of the Closet,Shounen Ai,1,3,2,1,5,3.5
The Prince Coming Out of the Closet,Adventure,1,3,2,1,5,3.5
The Prince Coming Out of the Closet,Wuxia,1,3,2,1,5,3.5
The Prince Coming Out of the Closet,Action,1,3,2,1,5,3.5
Ghost Blows Out the Light,Adventure,4,3,4,4,21,4
Ghost Blows Out the Light,Horror,4,3,4,4,21,4
Ghost Blows Out the Light,Supernatural,4,3,4,4,21,4
"Leisurely Beast World: Plant Some Fields, Have Some Cubs",Comedy,21,6,6,6,32,3.3
"Leisurely Beast World: Plant Some Fields, Have Some Cubs",Fantasy,21,6,6,6,32,3.3
"Leisurely Beast World: Plant Some Fields, Have Some Cubs",Harem,21,6,6,6,32,3.3
"Leisurely Beast World: Plant Some Fields, Have Some Cubs",Romance,21,6,6,6,32,3.3
"Leisurely Beast World: Plant Some Fields, Have Some Cubs",Shoujo,21,6,6,6,32,3.3
Joyful Reunion,Mature,4,3,6,7,65,4.5
Joyful Reunion,Drama,4,3,6,7,65,4.5
Joyful Reunion,Yaoi,4,3,6,7,65,4.5
Joyful Reunion,Action,4,3,6,7,65,4.5
Joyful Reunion,Martial Arts,4,3,6,7,65,4.5
Heroine Saves A Gentleman,Comedy,10,13,56,68,189,4.2
Heroine Saves A Gentleman,Josei,10,13,56,68,189,4.2
Heroine Saves A Gentleman,Martial Arts,10,13,56,68,189,4.2
Heroine Saves A Gentleman,Fantasy,10,13,56,68,189,4.2
Heroine Saves A Gentleman,Romance,10,13,56,68,189,4.2
The Treacherous Concubine’s Guide To Whitewashing,Drama,7,3,5,6,21,3.7
The Treacherous Concubine’s Guide To Whitewashing,Fantasy,7,3,5,6,21,3.7
The Treacherous Concubine’s Guide To Whitewashing,Historical,7,3,5,6,21,3.7
The Treacherous Concubine’s Guide To Whitewashing,Josei,7,3,5,6,21,3.7
The Treacherous Concubine’s Guide To Whitewashing,Romance,7,3,5,6,21,3.7
Cheeky Sword God,Action,13,6,8,2,32,3.6
Cheeky Sword God,Adventure,13,6,8,2,32,3.6
Cheeky Sword God,Comedy,13,6,8,2,32,3.6
Cheeky Sword God,Drama,13,6,8,2,32,3.6
Cheeky Sword God,Fantasy,13,6,8,2,32,3.6
Cheeky Sword God,Harem,13,6,8,2,32,3.6
Cheeky Sword God,Shounen,13,6,8,2,32,3.6
Cheeky Sword God,Xuanhuan,13,6,8,2,32,3.6
"Divine Genius Healer, Abandoned Woman: Demonic Tyrant in Love with a Mad Little Consort",Xuanhuan,24,4,26,19,60,3.7
"Divine Genius Healer, Abandoned Woman: Demonic Tyrant in Love with a Mad Little Consort",Supernatural,24,4,26,19,60,3.7
"Divine Genius Healer, Abandoned Woman: Demonic Tyrant in Love with a Mad Little Consort",Adventure,24,4,26,19,60,3.7
"Divine Genius Healer, Abandoned Woman: Demonic Tyrant in Love with a Mad Little Consort",Action,24,4,26,19,60,3.7
"Divine Genius Healer, Abandoned Woman: Demonic Tyrant in Love with a Mad Little Consort",Josei,24,4,26,19,60,3.7
"Divine Genius Healer, Abandoned Woman: Demonic Tyrant in Love with a Mad Little Consort",Martial Arts,24,4,26,19,60,3.7
"Divine Genius Healer, Abandoned Woman: Demonic Tyrant in Love with a Mad Little Consort",Fantasy,24,4,26,19,60,3.7
"Divine Genius Healer, Abandoned Woman: Demonic Tyrant in Love with a Mad Little Consort",Romance,24,4,26,19,60,3.7
Rejecting the Big Shot,Fantasy,1,0,0,0,3,4
Rejecting the Big Shot,Romance,1,0,0,0,3,4
Rejecting the Big Shot,Yaoi,1,0,0,0,3,4
Dangerous Personality,Shounen Ai,1,1,3,5,42,4.7
Dangerous Personality,Action,1,1,3,5,42,4.7
Dangerous Personality,Supernatural,1,1,3,5,42,4.7
Dangerous Personality,Romance,1,1,3,5,42,4.7
Super Detective in the Fictional World,Mystery,11,7,3,7,35,3.8
Super Detective in the Fictional World,Sci-fi,11,7,3,7,35,3.8
Super Detective in the Fictional World,Supernatural,11,7,3,7,35,3.8
Super Detective in the Fictional World,Adventure,11,7,3,7,35,3.8
Super Detective in the Fictional World,Action,11,7,3,7,35,3.8
Super Detective in the Fictional World,Martial Arts,11,7,3,7,35,3.8
Super Detective in the Fictional World,Fantasy,11,7,3,7,35,3.8
Super Detective in the Fictional World,Adult,11,7,3,7,35,3.8
"Transmigrated As a Villain, I Rely on Sand Sculpture to Survive",Shounen Ai,2,5,28,20,82,4.3
